emoticon_code,description
⤜( ͡0Ĺ̯ ͡0)⤏,bắn cung
⤜( ͡~Ĺ̯ ͡°)⤏,bắn cung
⤜( ͡~ω ͡°)⤏,bắn cung
⤜( ͡°~ ͡°)⤏,bắn cung
⤜( ͡ಥ ͜つ ͡ಥ)⤏,bắn cung
⤜( ͡ಥ ͜つಥ)⤏,bắn cung
"⤜( ͡ಥ, ͡ಥ)⤏",bắn cung
⤜( ͡ಥ- ͡ಥ)⤏,bắn cung
⤜( ͡ಥ-ಥ)⤏,bắn cung
⤜( ͡ಥ. ͡ಥ)⤏,bắn cung
⤜( ͡ಥل ͡ಥ)⤏,bắn cung
⤜( ͡ಥل͜ ͡ಥ)⤏,bắn cung
⤜( ͡⎚Ĺ̯ ͡⎚)⤏,kính
⤜( ಥ ͜つಥ)⤏,bắn cung
⤜( ಥ-ಥ)⤏,bắn cung
⤜( ﾟ ε  ﾟ)⤏,bắn cung
⤜( ﾟಎ ﾟ)⤏,bắn cung
⤜(*.*)⤏,bắn cung
⤜(*o*)⤏,bắn cung
⤜(*Ꮂ*)⤏,chó
⤜(*ᴥ*)⤏,chó
⤜(*⏠*)⤏,bắn cung
⤜(-ل͜-)⤏,bắn cung
⤜(-ヮ-)⤏,bắn cung
⤜(0.0)⤏,bắn cung
⤜(0³0)⤏,bắn cung
⤜(0ω0)⤏,bắn cung
⤜(>Ĺ̯<)⤏,bắn cung
⤜(>⍊>)⤏,bắn cung
⤜(>▾>)⤏,bắn cung
⤜(@ω@)⤏,bắn cung
⤜(UѽU)⤏,bắn cung
⤜(^U^)⤏,bắn cung
⤜(^‿^)⤏,bắn cung
⤜(^‿‿^)⤏,bắn cung
⤜(^ヘ^)⤏,bắn cung
⤜(` ε `)⤏,bắn cung
⤜(`ഌ´)⤏,con lợn
⤜(`ᴥ´)⤏,chó
⤜(n~n)⤏,bắn cung
⤜(o0³0)⤏,bắn cung
⤜(x ͜つx)⤏,bắn cung
⤜(¬ ͜ʖ¬)⤏,bắn cung
⤜(¬.¬)⤏,bắn cung
⤜(¬.¬)⤏ ¯\_(TᗝT)_/¯,nhún vai
⤜(´• _ •`)⤏,bắn cung
⤜(ò~ó)⤏,bắn cung
⤜(òಎó)⤏,bắn cung
⤜(ò⍊ó)⤏,bắn cung
⤜(ò⍘ó)⤏,bắn cung
⤜(òヘó)⤏,bắn cung
⤜(ó.ò)⤏,bắn cung
⤜(ó‿ò)⤏,bắn cung
⤜(ó‿‿ò)⤏,bắn cung
⤜(óヘò)⤏,bắn cung
⤜(ȍ!ȍ)⤏,bắn cung
⤜(ȍヮȍ)⤏,bắn cung
⤜(ʘ!ʘ)⤏,bắn cung
⤜(˵ ͡~Ĺ̯ ͡°)⤏,đỏ mặt
⤜(˵ ͡~Ĺ̯ ͡°˵)⤏,đỏ mặt
⤜(˵ ͡~ω ͡°)⤏,đỏ mặt
⤜(˵ ͡~ω ͡°˵)⤏,đỏ mặt
⤜(˵ ͡~╭╮ ͡°˵)⤏,đỏ mặt
⤜(˵ ͡~﹏ ͡°˵)⤏,đỏ mặt
⤜(˵ ͡°. ͡°˵)⤏,đỏ mặt
⤜(˵ ͡°╭╮ ͡°˵)⤏,đỏ mặt
⤜(σĹ̯σ)⤏,bắn cung
⤜(܍o܍)⤏,bắn cung
⤜(܍~܍)⤏,bắn cung
⤜(૦ઁ ͜ʖ૦ઁ)⤏,bắn cung
⤜(૦ઁ益૦ઁ)⤏,bắn cung
⤜(ಠѽಠ)⤏,bắn cung
⤜(ཀĹ̯ཀ)⤏,bắn cung
⤜(ཀĹ̯ཀo)⤏,bắn cung
⤜(ཀωཀ)⤏,bắn cung
⤜(ཀᗜཀ)⤏,bắn cung
⤜(ཀ益ཀ)⤏,bắn cung
⤜(⇀ヮ↼)⤏,bắn cung
⤜(≖ヮ≖)⤏,bắn cung
⤜(⊜ ʖ̯⊜)⤏,bắn cung
⤜(⊜ ͟ل͜⊜)⤏,bắn cung
⤜(⊜ ل͜⊜)⤏,bắn cung
⤜(⊜.⊜)⤏,bắn cung
⤜(⊜⏠⊜)⤏,bắn cung
⤜(⊜益⊜)⤏,bắn cung
⤜(⊜ꔢ⊜)⤏,ria
⤜(⌐■ ͟ل͜■)⤏,bắn cung
⤜(⌣ꔢ⌣”)⤏,ria
⤜(⍜Ꮂ⍜)⤏,koala
⤜(⍜益⍜)⤏,bắn cung
⤜(⏒ω⏒)⤏,bắn cung
⤜(─ل͜─)⤏,bắn cung
⤜(─ヘ─)⤏,bắn cung
⤜(■ ͜ʖ■)⤏,bắn cung
⤜(■‿■)⤏,bắn cung
⤜(■◡■)⤏,bắn cung
⤜(■ヘ■)⤏,bắn cung
⤜(▰‿▰)⤏,kính
⤜(◍.◎)⤏,bắn cung
⤜(◍U◎)⤏,bắn cung
⤜(◍U◎)⤏ヽ(@﹏@)ﾉ,bắn cung
⤜(◍u◎)⤏,bắn cung
⤜(◔~◔)⤏,bắn cung
⤜(◔ꔢ◔)⤏,ria
⤜(◕ ͜ʖ◕)⤏,bắn cung
⤜(◕o◕)⤏,bắn cung
⤜(◕人◕)⤏,bắn cung
⤜(☉ᗝ☉)⤏,bắn cung
⤜(☉‿☉)⤏,bắn cung
⤜(☼_☼)⤏,bắn cung
⤜(⚆⏏⚆)⤏,bắn cung
⤜(⚆ロ⚆)⤏,bắn cung
⤜(⚆人⚆)⤏,bắn cung
⤜(⚆ꔢ⚆)⤏,ria
⤜(✧ᗜ✧)⤏,bắn cung
⤜(✧‸✧)⤏,bắn cung
⤜(✧≖ ͟ʖ≖)⤏,bắn cung
⤜(✧≖ヮ≖)⤏,bắn cung
⤜(✿ ³✿)⤏,hoa
⤜(⨴ᗜ⨵)⤏,bắn cung
⤜(⩹ᗜ⩺)⤏,bắn cung
⤜(⩹⍊⩺)⤏,bắn cung
⤜(⩺ ͜つ⩹)⤏,bắn cung
⤜(⪧Ĺ̯⪦)⤏,bắn cung
⤜(⪨ꔢ⪩)⤏,ria
⤜(⪩◡⪨)⤏,bắn cung
⤜(⪰.⪯)⤏,bắn cung
⤜(⪰∩⪯)⤏,bắn cung
⤜(⪰╭∩╮⪯)⤏,bắn cung
⤜(⫑ ͜ʖ⫒)⤏,bắn cung
⤜(⫑ ͟ل͜⫒)⤏,bắn cung
⤜(⫑◡⫒)⤏,bắn cung
⤜(ⱺ ʖ̯ⱺ)⤏,bắn cung
⤜(ⴲ◞.ⴲ)⤏,bắn cung
⤜(の◞ の)⤏,bắn cung
⤜(の◡の)⤏,bắn cung
⤜(・~・)⤏,bắn cung
⤜(ꔸ.ꔸ)⤏,bắn cung
⤜(ꔸ⏠ꔸ)⤏,bắn cung
⤜(ꔸヮꔸ)⤏,bắn cung
⤜(ꗞ∀ꗞ)⤏,bắn cung
⤜(꘠.꘠)⤏,bắn cung
⤜(꘠U꘠)⤏,bắn cung
⤜(꘠෴꘠)⤏,ria
⤜(꘠⍊꘠)⤏,bắn cung
⤜(꘠ツ꘠)⤏,bắn cung
⤜(෴)⤏,ria
⤜(￢  U￢ )⤏,bắn cung
⤜(￢  ³￢ )⤏,bắn cung
⤜(￢ U￢ )⤏,bắn cung
⤜(￢ u￢ )⤏,bắn cung
⤜(￢ ᗜ￢ )⤏,bắn cung
⤜(￣.￣)⤏,bắn cung
⤜(￣U￣)⤏,bắn cung
⤜(￣ѽ￣)⤏,bắn cung
⤜(￣‸￣)⤏,bắn cung
⤜(￣ヮ￣)⤏,bắn cung
⤜(￣ꔢ￣)⤏,ria
⤜(👁️ ͜つ👁️)⤏,bắn cung
⤜(👁️ ͜👁️)⤏,bắn cung
⤜(👁️U👁️)⤏,bắn cung
⤜(👁️◞ 👁️)⤏,bắn cung
⤴︎ ε=ε=(ง ˃̶͈̀ᗨ˂̶͈́)۶ ⤴︎,đang chạy
⤴️,bắn cung
⤵️,bắn cung
⧆🍔⧆,đồ ăn
⧹(⦁ᴗ⦁)⧸,đỏ mặt
⧽(•‿•)⧼,đỏ mặt
⨀_⨀,ngạc nhiên
⫑ ͜ʖ⫒)⤏,lenny
⫑ლ (´ ༎ ຶ ◡´ ༎ ຶ,mỉm cười
⫷ °⧭° ⫸,chú hề
⫷ °⧭° ⫸:,chú hề
⬅️,bắn cung
⬆️,bắn cung
⬇️,bắn cung
⭐⭐⭐⭐⭐ (̿▀̿ ̿Ĺ̯̿̿▀̿ ̿)̄(˘▽˘✿⋆),hoa
⭑♡ˊ⌒(⭒ᵔ દ ᵔ⭒)ノ ｡･:◃*⭑ ༘,trái tim
⸂⸂( ृ [▒͠]꒱⸒⸒⌕˚º꒰꒱,hôn
⸂⸂⸜(ര ᴗ ര๑)⸝⸃⸃,mỉm cười
⸂⸂⸜(ര ワ ര๑)⸝⸃⸃,đội cổ vũ
⸂⸂⸜(രᴗര๑)⸝⸃⸃,mỉm cười
⸉ᘓ◎⃝ ᆺ ◎⃝ᘐ⸊,con khỉ
⸉ᘓ◎⃝ᆺ◎⃝ᘐ⸊,con khỉ
⸌(ㆆ‿ㆆ)⸍,đỏ mặt
⸌̷̻( ᷇ॢॢ ᷆◍)⸌̷̻♡⃛,trái tim
⸜(ᶿ᷇ധᶿ᷆)⸝,ôm
⸜₍⁽ˊ▽ˋ⁾₎⸝,mỉm cười
⸜₍⁽ˊ▽ˋ⁾₎⸝。:*ﾟ;+,lấp lánh
⸨◺_◿⸩,sự tức giận
⸮ ͠°. °?,con gấu
⸮>⍘<?,con gấu
⸮´༎ຶ﹏´༎ຶ?,con gấu
⸮´• Ꮂ •`?,koala
⸮´• ᴥ •`?,con gấu
⸮´• ᴥ •`?⸮´• Ꮂ •`?,koala
⸮´• ⍊ •`?,con gấu
⸮ʘ‸ʘ?,con gấu
⸮˵ ͡~෴ ͡°˵?,con gấu
⸮ಠ∀ಠ?,mỉm cười
⸮♥Ꮂ♥?,koala
⺌∅‿∅⺌,mỉm cười
　 ҉　(▨-▨¬),kính
"　 ＼＼
　　 ＼(⚈₋₍⚈)
　　　 >　⌒ヽ
　　　/　 へ＼
　　 /　　/　＼＼
　　 ﾚ　ノ　　 ヽ_つ
　　/　/
　 /　/|
　(　(ヽ
　|　|、＼
　| 丿 ＼ ⌒)
　| |　　) /
ノ )　　Lﾉ
(_／",khiêu vũ
　(இдஇ; ),mồ hôi
　(◍•ᴗ•◍),mỉm cười
　βｙё♪ Bye (( ヾ( ^-^)ゞ,âm nhạc
　♡♡`　川 (･ -･)ﾉ 💍ヾ(´ε｀*)ゝ´♡♡`,trái tim
、ヽ｀(oдo*)、ヽ｀,cơn mưa
、ヽ｀(~д~*)、ヽ｀,khóc
、ヽ｀、ヽ｀个c(ﾟ∀ﾟ∩)｀ヽ、｀ヽ、,cơn mưa
、ヽ｀、ヽ｀个o(･_･｡)｀ヽ、｀ヽ,cơn mưa
、ヽ｀、ヽ｀个o(･_･｡)｀ヽ、｀ヽ、,cơn mưa
。 ミ☆Goodヾ☆(= ^＿ゝ^ゞ).:*･ﾟﾟ･Night☆彡.。,lấp lánh
。(⌒෴⌒。 ),ria
。(⌒෴⌒。),ria
。(⌒∇⌒。),mỉm cười
。+゜(*´>艸<｀*)。+゜,đỏ mặt
。.:☆*:･'(*⌒―⌒*))),đỏ mặt
。:*ﾟ;+⸜₍⁽ˊ▽ˋ⁾₎⸝。:*ﾟ;,lấp lánh
。o○★ ヾ(´ﾟ∀ﾟ`*)Ｍｅｒｒｙ☆ Ｘｍａｓ(*´ﾟ∀ﾟ`)★。o○,giáng sinh
。o○★ヾ(´ﾟ∀ﾟ`*)Ｍｅｒｒｙ☆ Ｘｍａｓ(*´ﾟ∀ﾟ`)★。o○,giáng sinh
。°。°。°。个o(-ω-｡)ﾟ。°。°。°,lấp lánh
。°。°。°。个o(-ω-｡)ﾟ。°。°。°。,lấp lánh
。°。°。个o(-ω-｡)ﾟ。°。°。,lấp lánh
。。° °┏┓。。ﾍ( ^0^)ﾉ┏┓　　┏┓　　┏┓,table_upright
。。°°┏┓。。ﾍ( ^0^)ﾉ┏┓　　┏┓　　┏┓,lấp lánh
。。。。◕ヘ,bươm bướm
。。。。ﾍ( ^0^)ﾉ[̲̅$̲̅(̲̅ιοο̲̅)̲̅$̲̅]　　　,tiền bạc
。。。ミヽ（。＞＜）ノ,đang chạy
。〇ﾟ｡*，*｡οЩнДт’∫ヽ(*･ω･*)ﾉЙёЩ？ ο｡*，*｡ﾟ〇｡,đỏ mặt
。゜+.(:.;゜;艸;゜;.:)゜+.゜,lấp lánh
。゜゜(´Ｏ`) ゜゜。,buồn
。：゜(>▂<)゜：。,khóc
。：゜(；´∩｀；)゜ ：。,buồn
。：゜(；´∩｀；)゜：。,buồn
。：゜·(˚ ˃̣̣̥᷄⌓˂̣̣̥᷅ )゜：。,khóc
。･゜･(｡´ﾉω･`),lấp lánh
〆(°°*),viết
〆(´ω` ●)ゞ,đỏ mặt
〆(´ω`●),viết
〆(´ω`●)ゞ,đỏ mặt
〆(´Ｕ_｀*),viết
〆(´Ｕ_｀*)ﾓﾌﾌｯ,viết
〆(◒▽◒＠),viết
〆(。。),viết
〆(・∀・＠ ),viết
〆(・∀・＠),viết
〆(･ω･*),viết
〆(･ω･。),viết
〈( ^.^)ノ,khiêu vũ
〈(•ˇ‿ˇ•)-→,mỉm cười
〈(⁎￫‿ฺ￩)ノ･:*☆,lấp lánh
〈X︹X〉,chết
《《(ﾟ c_ﾟ； )》》,mồ hôi
《《(ﾟc  _ﾟ；)》》,mồ hôi
《《(ﾟc_ﾟ；)》》,mồ hôi
《《o(≧ ◇ ≦)o》》,đang chạy
《《o(≧◇≦)o》,hào hứng
《《o(≧◇≦)o》》,hào hứng
《ﾟДﾟ》,ngạc nhiên
「(°ヘ°),khó chịu
「(•⌒▽⌒•)ゞ,đỏ mặt
」(￣▽￣」),mỉm cười
【  ͯ﹏  ͯ】,zombie
【 ͡°ω ͡°】,lenny
【 ͡°⍊ ͡°】,lenny
【 ͡ಥĹ̯ ͡ಥ】,buồn
【 ๏̯͡๏】,buồn
【 ★´┏Д┓｀】ﾉ,ria
【 ﾟ ε  ﾟo】,hôn
【 ﾟ ε  ﾟ】,hôn
【 ﾟ ε ﾟO】,hôn
【 ﾟ ε ﾟo】,hôn
【 ﾟᴥ ﾟ】,chó
【 ﾟ‿ ﾟ】,mỉm cười
【 ﾟ‿ ﾟ】【 º Ꮂ º 】,koala
【 ﾟ‿ ﾟ】【 ﾟᎲ ﾟ】,koala
【 ﾟ‿ ﾟ】【❍Ꮂ❍】,koala
【 ﾟ‿‿ ﾟ】,mỉm cười
【 ﾟ人 ﾟ】,chuột đồng
【*´・ω・】*+。+。GοοDМοЯЙΙЙG。+。+*【・ω・´*】,lấp lánh
"【,⇀.↼】\(⍤ᴥ⍤o)/",chó
【:*･ﾟ☆†Merry Ⅹ’mas†.｡.:*･ﾟ】,giáng sinh
【>< 。】,sự tức giận
【T ε T】,hôn
【^෴^】,ria
【`ᗝ´】,sự tức giận
【li||li (´OωO)っ┌iiii┐l||li】,sinh nhật
【o¬ᴥ¬】,chó
【o´Д｀o】† ｡o○o｡SёёYou｡o○o｡†【o´Д｀o】,tạm biệt_message
【o´Д｀o】†｡o○ o｡SёёYou｡o○o｡†【o´Д｀o】,tạm biệt_message
【o´Д｀o】†｡o○o｡SёёYou｡o○o｡†【o´Д｀o】,tạm biệt_message
【o´∀｀ 】ﾉ┣┫Ё┗└О☆,hello_message
【o´∀｀】ﾉ┣┫Ё┗└О☆,hello_message
【o⪧ツ⪦】,sự tức giận
【x∀x】,chết
【¬ᴥ¬】,chó
【¬⍘¬】,khó chịu
【´´-̶●̃益●̶̃´´】,sự tức giận
【´༎ຶ‿´༎ຶ】,mỉm cười
【´▾`】,mỉm cười
【ò.ó】,sự tức giận
【ò⏠ó】,sự tức giận
【˵ ͡~ . ͡°˵】,đỏ mặt
【˵ ͡~ . ͡°】,đỏ mặt
【˵ ͡~. ͡°˵】,đỏ mặt
【ДβOЦт　мё】＼_(´Д｀●),buồn
【ಠ!ಠ】,sự tức giận
【ತ ͟ل͜ತ】ლ(꘠∀꘠ლ),mỉm cười
【ᗒ⍊ᗕ】,sự tức giận
【ᚖ益ᚖ】,sự tức giận
【ᴗ.ᴗ】,buồn
【ᴗᴥᴗ】,chó
【•】_【•】,kính
【⇀.↼】\(⍤ᴥ⍤o)/,chó
【⇀◞ ↼】\(⍤ᴥ⍤o)/,chó
【⇀◞.↼】\(⍤ᴥ⍤o)/,chó
【≖ ε ≖】,hôn
【⌐■Ꮂ■】,koala
【⍜Ꮂ⍜】,koala
【⍜ᴥ⍜】,con gấu
【⏒∀⏒】,mỉm cười
【○´Д｀】,buồn
【●･´┏ω┓`･●】,ria
【◕◡◕】,mỉm cười
【★ #  ° ᴗ ° #  ★】,đỏ mặt
【★´┏Д┓｀】ﾉ,ria
【★тндйκ чoμ.ﾟ+｡☆ 】ｮ´∀｀),lấp lánh
【☆*☆Good Evening☆*☆】>c=(oゝｖ･)ﾉ ☆。ﾟ,nháy mắt
【☆sweet dream ☆】(●ＵωU).zZZ,ngủ
【☆sweet dream☆】 (●ＵωU).zZZ,ngủ
【☆sweet dream☆】(●ＵωU). zZZ,ngủ
【☆sweet dream☆】(●ＵωU).zZZ,ngủ
【☆・｀Ω´･】人【☆・｀Ω´･☆】人【・｀Ω´･☆】,sự tức giận
【☆･ﾟ :*сносоΙαтё*:ﾟ･☆ 】ｮω｀｡),lấp lánh
【☆･ﾟ:*сносоΙαтё*:ﾟ･☆ 】ｮω｀｡),lấp lánh
【☆･ﾟ:*сносоΙαтё*:ﾟ･☆ 】ｮω｀｡)},lấp lánh
【♥ ͟ʖ♥】,trái tim
【♥ ͟ل͜♥】,trái tim
【♥ ل͜♥】,trái tim
【♥ ل♥】,trái tim
【♥!♥】,trái tim
【♥U♥】,trái tim
【♥n♥】,trái tim
【♥~♥】,trái tim
【♥ل♥】,trái tim
【♥ഌ♥】,con lợn
【♥ᴥ♥】,chó
【♥‿♥】,trái tim
【♥⏠♥】,trái tim
【♥ツ♥】,trái tim
【⚆ഌ⚆】,con lợn
【✧ ͜ʖ✧】,lenny
【✿ꔢ✿】,hoa
【❍Ꮂ❍】,koala
【❍Ꮂ❍】【⍜Ꮂ⍜】,koala
【❍‿❍】,mỉm cười
【⨱ U ⨱】,zombie
【⨱ ε ⨱】,zombie
【⨶ಎ⨶】,chết
【⨶Ꮂ⨶】,koala
【⪧ツ⪦】,sự tức giận
【⪨_⪩】,zombie
【⪨◡⪩】,mỉm cười
【⪩╭∩╮⪨】,sự tức giận
【⪩﹏⪨】,sự tức giận
【⪰ ε ⪯】,hôn
【⫑╭╮⫒】,buồn
【　TV　】　　　-o(.￣　),mỉm cười
【　TV　】　　　　-o(.￣　),mỉm cười
【のᎲの】,koala
【・Д・】,ngạc nhiên
【・‿・】,mỉm cười
【・⏏・】,con gấu
【人*´･v】,mỉm cười
【ꖘ◡ꖘ】,mỉm cười
【＝◈︿◈＝】﻿,khó chịu
【ﾟ+ ｡τγιсκ★σγ★τγεατﾟ+｡】Ψ(oﾟ∀ﾟo)Ψ,quỷ dữ
【ﾟ+｡τγιсκ★σγ★τγεατﾟ+｡】Ψ(oﾟ∀ﾟo)Ψ,quỷ dữ
【ﾟ+｡τγιсκ★σγ★τγεατﾟ+｡】Ψ(oﾟ∀ﾟo)Ψ*,quỷ dữ
【￢ Ĺ̯￢ 】,sự tức giận
〓■●～～=□○0,bom
〔 ´ ∇｀〕,mỉm cười
〔 ´∇｀〕,mỉm cười
〔´ ∇｀〕,nháy mắt
〔´∇｀〕,đỏ mặt
〔´（エ）｀〕,con gấu
〔▣⑉▣〕,kính
〜( ꒪꒳꒪ )〜,khiêu vũ
〜(^ ∇ ^〜）,zombie
〜(^∇^〜）,khiêu vũ
〜(꒪ ꒳ ꒪)〜,khiêu vũ
〜(꒪ ꒳꒪)〜,khiêu vũ
〜(꒪꒳꒪)〜,khiêu vũ
〜(꒪꒳꒪;)〜,khiêu vũ
〜(￣  △  ￣〜),zombie
〜(￣△￣〜),khiêu vũ
〜(￣▽￣〜)(〜￣▽￣)〜,khiêu vũ
〜ɢᵒᵒᵈ ɴⁱᵍᵗʰ( ᵕᴗᵕ)*･☪︎·̩͙,morning_night_evening_message
〜٩(^▿^)۶〜,mỉm cười
〜〜(／￣▽)／　〜ф,bươm bướm
〝〇〟⊂(｀･Δ･´)⊃〝〇〟,sự tức giận
〠,chú hề
〠(´ ・ ω ・) っ 由〠,sinh nhật
〠🍨〠,đồ ăn
〠🍯_🍯〠,đồ ăn
〣 ( ºΔº ) 〣,ngạc nhiên
〣( º Δº )〣,ngạc nhiên
〤◕‿◕〤,mỉm cười
〳 ͡° Ĺ̯ ͡° 〵,lenny
〳 ᓀÅᓂ),sự tức giận
〳 •́ ﹏ •̀ ├┬┴┬┴,tường
〳ᓀ ﹏ ᓂ 〵,sự tức giận
〳ᓀÅᓂ),sự tức giận
〴  ⋋_⋌〵,sự tức giận
〴 ⋋ _⋌ 〵,sự tức giận
〴 ⋋_⋌ 〵,sự tức giận
〴 ⋋_⋌〵,sự tức giận
〴⋋_⋌ 〵,sự tức giận
〴⋋_⋌〵,sự tức giận
〴⋋_⋌〵 凸,ngón giữa
〷●‿●〷,mỉm cười
〷◠‿◠〷,mỉm cười
ぅω｀)ﾉｼ～3 ﾟ+｡:.ﾟGood Йightﾟ.:｡+ﾟ,lấp lánh
く コ：彡｡ ≠(￣～￣ ),cá
く(^ ｰﾟ)ﾉ,salute_wave
く(^ｰﾟ)ﾉ,nháy mắt
くコ :彡,cá
くコ 彡,cá
くコ:彡,cá
くコ： 彡,cá
くコ：彡,cá
くコ：彡｡≠(￣～￣ ),cá
く（ ＠Д＠）,salute_wave
く（＠ Д＠）,salute_wave
し(*・∀・)／,mỉm cười
し(*・∀・)／♡＼(・∀・*) ///,trái tim
し(*・∀・)／♡＼(・∀・*) ノ,trái tim
っ ´ω`c) ♡,trái tim
っ◕‿◕)っ ♥,trái tim
つ ~ ◕(oo)◕ ~ つ,con lợn
つ ◕_◕ ༽ つ,ôm
つ ◕_◕༽つ,ôm
つ´Д `)つ,ôm
つ´Д`)つ,buồn
つﾟ∀ﾟ)つ———————►ผ(･∀･),trận đánh
づ ｡◕‿‿◕｡) づ,mỉm cười
づ ￣ ³￣) づ,ôm
の＿の,lenny
へ( ´д｀へ),buồn
へ( ʘ͡ ₒ ʘ͡  )╮/\╱\,nhện
へ( ʘ͡ ₒ ʘ͡ )╮/\ ╱\,nhện
へ( ʘ͡ ₒ ʘ͡ )╮/\╱\,nhện
へ( ʘ͡ ₒ ʘ͡ )╮/\╱\_へ(❍∠❍)へ,nhện
へ( ｡•ิ‿ -〃),đỏ mặt
へ(´д｀へ ),zombie
へ(´д｀へ),buồn
へ(◎_◎)へ,nhện
へ(⚈益⚈)へ,nhện
へ(❍∠❍)へ,nhện
へ(゜∇、°)へ,mỉm cười
へ(｡•ิ‿ -〃),đỏ mặt
へ[ ᴼ ▃ ᴼ ]_/¯,robot
へ[ •́ ‸ •̀ ]ʋ,buồn
へ༼ ✪ Ĺ̯ ✪ ༽و,người đẹp
へ║ ☉ д ☉ ║ᕗ,ngạc nhiên
゜ Д ゜) ノ ︵ ┻━┻,tage_flip
゜*☆○o｡..:*･(*´-ω)(ω-`*)･*:..｡o○☆*ﾟ,lấp lánh
゜+.(。´>艸<)*.☆,khóc
゜+.*:;;;;;:* Α ｈαρρψ ηεｗ ψεαγ *:;;;;;:*ﾟ+.,quỷ dữ
゜:(つд⊂):゜。,buồn
゜:*: .+ﾟ*(оﾟдﾟо)*ﾟ+.☆,đỏ mặt
゜~>゜ ))><,cá
゜~>゜))><,cá
゜☆ ヽ(*´∀｀)ﾉﾟ:.｡+ﾟ,lấp lánh
゜゜.:。+ ゜+。:.д ндρρч йёщ чγдγ.:。+゜ ゜+。:.゜,lấp lánh
゜・(ﾟ´(00)`ﾟ)ﾟ｡,con lợn
゜・。・゜+。+゜*:;;:*ＨДРРЧ★ЙЁЩ★ЧЁДЯ*:;;:*゜+。+゜・.,lấp lánh
゜・（／。＼）・゜,buồn
゜・．（ｉДｉ）｡：ﾟ,buồn
゜．(つx･｡`*)゜．・,khóc
ゝ(▽｀*ゝ),khiêu vũ
ゞ( ͡°⍛ ͡°)و,lenny
ゞ(｡･ω･)ノ,khiêu vũ
ゞ(｡･ω･)ノ♫♩♪,khiêu vũ
ゞ@(o･ｪ･)@人@(･ｪ･o)@,con khỉ
ゞ♥‿♥ゞ,trái tim
エェ━Σヾ(･ω･´;)ﾉ━!!!!,ngạc nhiên
エェェ(´д｀)ェェエ,buồn
コ: 彡,cá
コ💵コ,tiền bạc
ヅ(☞ ﾟ ∀ ﾟ) ☞ヅ,chỉ
デ╦-( ͡ಥʖ̯ಥ;)╯╲___XXXX,súng
ニガー? ━━━━━━(ﾟ∀ﾟ)━━━━━━ ニガー?,mỉm cười
ノ ￣□￣)ノ ~┻━┻,tage_flip
ノ( •_•)>⌐ノ(╯°□°)╯ ─=Σ( •̀ᵕ•́)   ┻┻━┻,tage_flip
ノToT)ノ ~┻┻,tage_flip
ノT＿T )ノ ＾┻━┻,tage_flip
ノಠ益ಠ)ノ彡┻━┻,tage_flip
ノಠ益ಠノ彡┻━┻,tage_flip
ノಠ益ಠノ彡┻━┻            ─=Σ( •̀ᵕ•́),tage_flip
ノ┬─┬ノ  ︵ ( o°o),tage_flip
ノ┬─┬ノ ︵ ( \o°o)\,tage_flip
ノ┬─┬ノ ︵ ( o°o),tage_flip
ノ－．－）ノ．．．．（（（（（（（（（（（（●～＊,bom
ノ｀´）ノミ┻┻,tage_flip
ノ｀⌒´)ノ ┫：・’.：：・┻┻,tage_flip
ノ￣□￣)ノ ~┻━┻,tage_flip
ヘ (• ́ ꇴ • ̀๑ ヘ),zombie
ヘ (◣﹏◢ヘ),sự tức giận
ヘ( ^o^)ノ  ＼(^_^ ),khiêu vũ
ヘ( ^o^)ノ＼(^.^ ),hào hứng
ヘ( ^o^)ノ＼(^_^ ),khiêu vũ
ヘ( ˘ ³˘ヘ),hôn
ヘ('◇'、)/,salute_wave
ヘ(*ﾟ∀ﾟ)┌θ”)´Д｀●)ﾉ,trận đánh
ヘ(>_<ヘ)  ￢o(￣‿￣ﾒ),mỉm cười
ヘ(>_<ヘ) ￢o(￣‿￣ﾒ),mỉm cười
ヘ(^0^)ヘ,hào hứng
ヘ(^_^ ヘ),khiêu vũ
ヘ(^_^ヘ) ヘ(^o^ヘ),hào hứng
ヘ(^_^ヘ)(ノ^_^)ノ,khiêu vũ
ヘ(^o^ヘ),hào hứng
ヘ(^‿^ヘ),mỉm cười
ヘ(°◇、°)ノ,salute_wave
ヘ(°￢°)ノ,zombie
ヘ(´ ❥ `ヘ),trái tim
ヘ(´m｀ヘ),buồn
ヘ(´° □°)ヘ ┳━┳,table_upright
ヘ(´° □°)ヘ┳━┑┏🍟--🍔┑٩(^◡^ ),đồ ăn
ヘ(´° □°)ヘ┳━┳,tage_flip
ヘ(´－ ｀; )ヘ,nhún vai
ヘ(´－｀;)ヘ,nhún vai
ヘ(◕.◕⊹),cá
ヘ(◕U◕ヘ),zombie
ヘ(◕ω ◕ヘ✿),hoa
ヘ(◕◡◕ヘ),mỉm cười
ヘ(◕。◕ヘ♡),trái tim
ヘ(◣◡◢ヘ),sự tức giận
ヘ(◣﹏◢ヘ),sự tức giận
ヘ(♥_♥ヘ),trái tim
ヘ(♥﹏♥ヘ),trái tim
ヘ(゜Д゜)ノ,đang chạy
ヘ(눈_눈)ヘ,khó chịu
ヘ(￣ ω ￣ヘ),khiêu vũ
ヘ(￣ω￣ヘ),âm nhạc
ヘ(￣ー￣ヘ),khiêu vũ
ヘ| ´ω｀ |ﾉ,robot
