emoticon_code,description,emoticon_type
☆(✪ ہ ✪)( ๑ ᴖ ᴈ ᴖ)☆( ˆ³ˆ)♥(❛ε❛⋆),trái tim,kaomoji
☆(✿˵•́ U •̀),hoa,kaomoji
☆(✿˵•́ U •̀)(◕ヮ◕o),hoa,kaomoji
☆(❁‿❁)☆,hoa,kaomoji
☆(❁‿❁)☆(❁‿❁)☆,hoa,kaomoji
☆(❁‿❁)☆(❁‿❁)☆❀◕ ‿ ❀,hoa,kaomoji
☆(❛ᴗ❛c),mỉm cười,kaomoji
☆(❛ᴗ❛c) ರ ︿ ರೃ  〵ᕗ,monocle,kaomoji
☆(❛∇❛c),mỉm cười,kaomoji
☆(❛◡❛c),mỉm cười,kaomoji
☆(゜o° (○=(-_-;,trận đánh,kaomoji
☆(･ω･ * )ゞ,salute_wave,kaomoji
☆(･ω･*)ゞ,salute_wave,kaomoji
☆(ﾉ^o^)ﾉ‥‥‥…━ *＊✿❀❀✿＊/(╹◡╹)/,hoa,kaomoji
☆(ﾉ^o^)ﾉ‥‥‥…━━━━〇(^~^),hào hứng,kaomoji
☆(ﾉ^ω^)ﾉ‥‥‥…━━━━〇　(^Ο^),mỉm cười,kaomoji
☆(ﾟoﾟ(o,trận đánh,kaomoji
☆(ﾟoﾟ(○=( -_-○,trận đánh,kaomoji
☆(￫ܫ￩U),chó,kaomoji
☆* 。★ﾟ*♪ヾ( ☆ゝз・)ノ,lấp lánh,kaomoji
☆* －(゜Д゜;)-ン! ︻デ═一  🔫 👮☆。,súng,kaomoji
☆*(ﾉ☉ヮ⚆)ﾉ ( ˶˘ ³˘(◦’ںˉ◦)♡ + ♡*:･ 👮☆。,đỏ mặt,kaomoji
☆*(ﾉ☉ヮ⚆)ﾉ ⌒*:･ﾟ✧ －  🔫 👮☆。,súng,kaomoji
☆*(ﾉ☉ヮ⚆)ﾉ ♡ +  👮‍♀️ *:･ 👮☆。🚔,trái tim,kaomoji
☆*.(ºᴥºU),chó,kaomoji
☆*.(ºᴥ◦U),chó,kaomoji
☆*.(ᵔᴥᵔu),chó,kaomoji
☆*.(◦ᴥ◦U),chó,kaomoji
☆*.(◦ᴥ◦u),chó,kaomoji
☆*.:(ᵔᴥᵔ๑),lấp lánh,vietnamese
☆*: .｡. o(≧▽≦)o .｡.:*☆,lấp lánh,kaomoji
☆*:.｡ .o(≧▽≦)o. ｡.:*☆,lấp lánh,kaomoji
☆*:.｡.o(≧▽≦)o.｡.:*,lấp lánh,kaomoji
☆*:.｡.o(≧▽≦)o.｡.:*☆,lấp lánh,kaomoji
☆*:｡o(≧▽≦)o｡:*☆,lấp lánh,kaomoji
☆*✲⋆(´°◡°✿),hoa,kaomoji
☆*✲⋆(˘ω˘❁),hoa,kaomoji
☆*✲⋆(❛ω❛❁),hoa,kaomoji
☆*✲ﾟ*｡(((´♡‿♡`+)))｡*ﾟ✲*☆,trái tim,kaomoji
☆*。★ﾟ*♪ヾ( ☆ゝз・)ノ,hôn,kaomoji
☆*。★ﾟ*♪ヾ(☆ゝз・)ノ,đang chạy,kaomoji
☆*ヾ( - ∀・* )*+☆,nháy mắt,kaomoji
☆*ヾ(- ∀・* )*+☆,mỉm cười,kaomoji
☆*ヾ(- ∀・*)*+☆,nháy mắt,kaomoji
☆*ヾ(-∀・* )*+☆,nháy mắt,kaomoji
☆*ヾ(-∀・*)* +☆,nháy mắt,kaomoji
☆*ヾ(-∀・*)*+☆,mỉm cười,kaomoji
☆*．･(*ゝ∀・*)ﾉ,đỏ mặt,kaomoji
☆*ﾟ ゜ﾟ*(´∀｀)*ﾟ ゜ﾟ*☆,lấp lánh,kaomoji
☆*ﾟ ゜ﾟ*☆Д нαρρy ЙёЩ ЧёαЯ!!☆*ﾟ ゜ﾟ*☆ ゜・.,lấp lánh,kaomoji
☆*ﾟ¨ﾟﾟ･* ^(#｀∀´)_Ψ･･・･・･†_(ﾟｰﾟ*)β,quỷ dữ,kaomoji
☆*ﾟ¨ﾟﾟ･*:..ﾞ((ε(*´･ω･)っ†*ﾟ¨ﾟﾟ･*:..☆,lấp lánh,kaomoji
"☆+。゜Яiφμёδт o((・c_,・。))o Яiφμёδт゜。+☆",lấp lánh,kaomoji
"☆,*.:(ᵔᴥᵔ๑)",lấp lánh,vietnamese
☆-(ノﾟДﾟ)八(ﾟДﾟ )ノ,đang chạy,kaomoji
☆.*・((ε(*･ω･)_/ﾟ･:*:･｡☆｡･:*:･ﾟ＼_(･ω･*)з))・*.☆,đũa,kaomoji
☆.*・((ε(★´∀｀)_/ﾟ･:*:･｡☆｡･:*:･ﾟ＼_(´∀｀★)з))・*.☆,đũa,kaomoji
☆.+:^ヽ(∇￣*)o♪Congratulations♪ｏ(*￣∇)ﾉ^;+.☆.,lấp lánh,kaomoji
☆.。.*・°☆.。.:*・°☆.。.:*・°☆.。*・°☆,lấp lánh,kaomoji
☆.。.:*( ु•⌄• )◞◟( •⌄• ू )✧。.:*°☆.。.:*°☆,lấp lánh,kaomoji
"☆.。.:*・
  ✿(✿ ◕‿◕) 💗︻╦╤─ヽ（♡ω♡）ﾉ💗",súng,kaomoji
"☆.。.:*・    ✿   웃❤유
- ♡   ✿    ~ L♥VE     ✿     ✿",hoa,kaomoji
☆.。.:*・°☆ ｡+.｡☆ﾟ:;｡+ﾟ†_(′▽`*)β)),lấp lánh,kaomoji
☆.。.:*・°☆.。.:*(✿ ◕‿◕)💗☆.。.:*°・°☆.。.:*・°☆,hoa,kaomoji
"☆.。.:*・°☆.。.:*・                         
                           (╯°□°)(Ɔ˘⌣˘)(˘⌣˘)˘⌣˘ )",lấp lánh,kaomoji
☆.。.:*・°☆.。.:*・°,lấp lánh,kaomoji
☆.。.:*・°☆.。.:*・°☆.。.:*・°☆.。.:*・°☆,lấp lánh,kaomoji
☆.。.:*・°☆.。.:*・°☆.。.:*・°☆.。.:*・°☆(◡‿◡✿)・*。,hoa,kaomoji
"☆.。.:*・°☆.。.:☆.。.:*・°☆.。.:*・°☆.。  
       (✿◦’ ں ˉ◦)♥(꒡ᵋ ꒡ღ)                       (◔_◔)",hoa,kaomoji
☆.。.:*・゜∈・^ミβ”-ヽ(・ω・｀*),lấp lánh,kaomoji
☆.。.：*・゜☆ﾞ((ε(｡･д･｡)з))ﾞ.。.：*・゜☆,lấp lánh,kaomoji
☆.｡.:*(´Д`).｡.:*☆,lấp lánh,kaomoji
☆.｡.:*ヽ༼ ♥ ل͜ ♥ ༽ﾉ.｡.:*☆,trái tim,kaomoji
☆;:*:;★;: *ｇｏｏｄ(*^∇^*)ﾉйｉｇнт*:;★;:*☆,đỏ mặt,western
☆;:*:;★;:*ｇｏｏｄ(*^∇^*)ﾉйｉｇнт*:;★;:*☆,đỏ mặt,western
☆;:*:;★;:*ｇｏｏｄ(*^∇^*)ﾉйｉｇнт*:;★;:*☆ βёd],đỏ mặt,western
☆;:*:;☆;:*:;☆“Congratulations”☆;:*:;☆;:*:;☆,lấp lánh,western
☆=( ゝω･)/,đang chạy,kaomoji
☆GOODNIGHT☆ (；д；)ノ~,buồn,kaomoji
☆GOODNIGHT☆(*´∀`)b,ngón tay cái_up,kaomoji
☆L(´▽｀L )♪,âm nhạc,kaomoji
☆^(o≧∀≦)o,hào hứng,kaomoji
☆d(o⌒∇⌒o)b☆d(o⌒∇⌒o)b,ngón tay cái_up,kaomoji
☆~~ヾ(>▽<)ﾉ｡･☆,hào hứng,kaomoji
☆~（●ゝω・）,nháy mắt,kaomoji
☆°・*:.。.☆†_(*ﾟ▽ﾟ*)β)),đỏ mặt,kaomoji
☆°・*:.。.☆†_(σ_σ)β)),lấp lánh,kaomoji
☆´;.( *’▽’ )*:.¨,lấp lánh,kaomoji
☆´;.( *’▽’ )*:.¨(-ε-❁),hoa,kaomoji
☆´;.*:.¨      (￣个￣)   (ᆺ_ᆺ✿),hoa,kaomoji
☆´;.☆(͡ ° ͜ʖ ͡ °) ☆*:.¨,lenny,kaomoji
☆º°˚*☆ Have a ηice ϑay ☆º°˚*☆,lấp lánh,kaomoji
☆Ƹ̵̡Ӝ̵̨̄Ʒ,bươm bướm,kaomoji
☆Ƹ̵̡Ӝ̵̨̄Ʒ☆,bươm bướm,kaomoji
☆ʕ´❛ᴥ❛`ʔ☆,con gấu,kaomoji
☆ʕ´❛ᴥ❛`ʔ☆ʕ´❛ᴥ❛`ʔ☆,con gấu,kaomoji
☆ʕ•ᴥ• ʔ,con gấu,kaomoji
☆ʕ⁰̈ᴥ⁰̈ ʔ,con gấu,kaomoji
☆ʕノ)ᴥ(ヾʔ☆,con gấu,kaomoji
☆βyё-βyё♪ †_(・ω・*)β.,thiên thần,kaomoji
☆ฅ(=•㉨•=)∫,con mèo,western
☆ฅʕ´•ᴥ•` ʔ,con gấu,kaomoji
☆ฅʕ´•ᴥ•`ʔ,con gấu,kaomoji
☆ฅʕ´•ᴥ•`ʔฅ,con gấu,kaomoji
☆ฅʕ•ᴥ•ʔ,con gấu,kaomoji
☆ (~ . ♡)☆,trái tim,kaomoji
☆⊂ (◉‿◉) つ☆,mỉm cười,kaomoji
☆⋆:∞.o(≧▽≦)o.∞:⋆☆,hào hứng,kaomoji
☆⌒ c(´∀｀)ノ,salute_wave,kaomoji
☆⌒( *＾-°)v,nháy mắt,kaomoji
☆⌒(*^-ﾟ)ﾉ~♪see you again♪~ヾ(ﾟ-^*)⌒☆,âm nhạc,kaomoji
☆⌒(*’艸＾*),đỏ mặt,kaomoji
☆⌒(*＾-°)v,nháy mắt,kaomoji
☆⌒(≧▽​ ° ),mỉm cười,kaomoji
☆⌒(≧▽​ ◕ ),nháy mắt,kaomoji
☆⌒(≧▽​° ),nháy mắt,kaomoji
☆⌒(≧▽​◕),nháy mắt,kaomoji
☆⌒(ゝ▽​o),nháy mắt,kaomoji
☆⌒(ゝ▽​o)(^人<)〜☆,nháy mắt,kaomoji
☆⌒(ゝ。∂),nháy mắt,kaomoji
☆⌒(･ω<)☆,nháy mắt,kaomoji
☆⌒c(´∀｀)ノ,khiêu vũ,kaomoji
☆⌒d( ᐖ )b,ngón tay cái_up,kaomoji
☆⌒d(* ^ｰﾟ)b,ngón tay cái_up,kaomoji
☆⌒d(*^ｰﾟ)b,ngón tay cái_up,kaomoji
☆⌒v⌒v⌒ヾ((｀･∀･´)ﾉ,đang chạy,kaomoji
☆⌒☆,buồn,kaomoji
☆⌒ヽ(*'､^*),đỏ mặt,kaomoji
☆⌒ヽ(*'､^*)chu,đỏ mặt,kaomoji
☆⌒ヽ∞*´Зﾟ◆)∞*´зﾟ◆)ﾉ⌒★,hôn,kaomoji
☆⌒（●ゝω・）,đỏ mặt,kaomoji
☆━(≧ω≦๑),đũa,kaomoji
☆○(* σ。σ)o,trận đánh,kaomoji
☆○(*σ 。σ)o,trận đánh,kaomoji
☆○(*σ。σ)o,trận đánh,kaomoji
"☆○o｡..:*･""†ε(○´∀｀)зε(´∀｀●)з†""･*:..｡o○☆",lấp lánh,kaomoji
☆◝ʕ •ᴥ• ʔ◜☆,con gấu,kaomoji
☆◝ʕ๑ᴥ๑ʔ◜☆,con gấu,kaomoji
☆★ (人-ω-)｡o.ﾟ｡*･★βyё βyё★･*｡ﾟo｡(-ω-人),lấp lánh,kaomoji
☆☆.。.:彡ﾟ◉ ω◉ )つー☆✿  ✿ ✿  ✿ |.:*°・°☆.。.:*・°☆,hoa,kaomoji
☆♙☆,cờ vua,kaomoji
☆♬○♩●♪✧♩((ヽ( ᐛ )ﾉ))♩✧♪●♩○♬☆,âm nhạc,kaomoji
☆✨ ✨☆,lấp lánh,kaomoji
☆❋──❁ɢ∞פ  ʍօ®ɴɪɴɢ❃──❋,hoa,kaomoji
☆❋──❁ɢ∞פ ʍօ®ɴɪɴɢ❃──❋,hoa,kaomoji
☆【 ~ ᴗ ♡ 】☆,trái tim,kaomoji
☆〜（ゝ。∂）,nháy mắt,kaomoji
☆ヽ(o∀o`ヽ●),mỉm cười,kaomoji
☆ヽ(ꔸ∀ꔸ)ﾉ,mỉm cười,kaomoji
☆ヽ(￫ܫ￩U),chó,kaomoji
☆ヽ(￫ܫ￩●),chó,kaomoji
☆ヾ(*´▽｀)ﾉ,mỉm cười,kaomoji
☆ヾ(*´・∀・)ﾉ,mỉm cười,kaomoji
☆ヾ(･ε･*)ﾉﾞ =з=з=з,ôm,kaomoji
☆ヾ(･ェ･｡｀Ｕ,salute_wave,kaomoji
☆彡(ノ^ ^)ノ Congratulations ヘ(^ ^ヘ)☆彡,mỉm cười,kaomoji
☆（*ゝω・*）ﾉ,nháy mắt,kaomoji
☆．。．:*･° 。*゜+。(Ｏ*’v`*)。+゜,đỏ mặt,kaomoji
☆ｏ(＞＜；)○,mồ hôi,kaomoji
☆～(^з^)-☆,hôn,kaomoji
☆～（ゝ。∂）,nháy mắt,kaomoji
☆｡:*ﾟβуёβуё☆｡ :*ﾟゞ(･ω･*ヽ),lấp lánh,kaomoji
☆｡:*ﾟβуёβуё☆｡:*ﾟゞ(･ω･*ヽ),đỏ mặt,kaomoji
☆｡･:*:･ﾟ~~~＼_(o′∀`o)β_/~~~ﾟ･:*:･｡☆,đỏ mặt,kaomoji
☆｡･:*:･ﾟ~~~＼_（〃＾∇＾）β_/~~~ﾟ･:*:･｡☆,đỏ mặt,kaomoji
☆｡･:*:･ﾟ＼_(´∀｀★)з,đũa,kaomoji
☆｡ﾟ .(❁人-ω◕ฺ)ﾟ,hoa,kaomoji
☆｡ﾟ+.(人-ω◕ฺ)ﾟ,lấp lánh,kaomoji
☆｡ﾟ+.(人-ω◕ฺ)ﾟ +.ﾟ,lấp lánh,kaomoji
☆｡ﾟ+.(人-ω◕ฺ)ﾟ+.ﾟ,lấp lánh,kaomoji
☆ﾍ(○ゝз・)ﾉ┌┛,súng,kaomoji
☆ﾐ( o *･ω･)ﾉ,salute_wave,kaomoji
☆ﾐ(o*･ω･)ﾉ,đang chạy,kaomoji
☆ﾟ  👠 👢 ヾ(*･∀･*）/☆ﾟ。･,lấp lánh,kaomoji
☆ﾟ ヽ(0ヮ0)ﾉ,mỉm cười,kaomoji
☆ﾟ(◕◡◕○),mỉm cười,kaomoji
☆ﾟ(◕ヮ◕o),mỉm cười,kaomoji
☆ﾟ(◕ヮ◕♥),trái tim,kaomoji
☆ﾟ(◕ヮ◕✿),hoa,kaomoji
☆ﾟ+.(｡-∀-) Good　Night♪.+ﾟ☆,lấp lánh,kaomoji
"☆ﾟ+o｡o｡o+ﾟ ⅤΑгЁЙтΙЙЁ ＤΑY ﾟ+o｡o｡o+ﾟ☆""",lấp lánh,kaomoji
☆ﾟ+｡(｀･ｪ´･+｡)b【Vдlёйтiйё dду】d(｡+･｀ｪ･´)｡+ﾟ☆,sự tức giận,kaomoji
☆ﾟ.*,lấp lánh,kaomoji
☆ﾟ.* ( ͡ಥ ل͜ ͡ಥ),lấp lánh,kaomoji
☆ﾟ.* ヽ(0ヮ0)ﾉ,lấp lánh,kaomoji
☆ﾟ.* ヽ(⪨ヮ⪩)ﾉ,khiêu vũ,kaomoji
☆ﾟ.*(◕ヮ◕˵),đỏ mặt,kaomoji
☆ﾟ.*(◕ヮ◕˵✿),hoa,kaomoji
☆ﾟ.*(◕ヮ◕♥),trái tim,kaomoji
☆ﾟ.*(◕ヮ◕✿),hoa,kaomoji
☆ﾟ.*(⩿.⪀o),lấp lánh,kaomoji
☆ﾟ.*(⩿U⪀o),lấp lánh,kaomoji
☆ﾟ.*(⩿_⪀o),lấp lánh,kaomoji
☆ﾟ.*:\(❍-❍)/,lấp lánh,kaomoji
☆ﾟ.*:\(❍U❍)/,lấp lánh,kaomoji
☆ﾟ.*:\(❍o❍)/,lấp lánh,kaomoji
☆ﾟ.*:\(❍u❍)/,lấp lánh,kaomoji
☆ﾟ.*:\(❍◡❍)/,lấp lánh,kaomoji
☆ﾟ.*\($ ε $)/,tiền bạc,kaomoji
☆ﾟ.*ヽ(oUo)ﾉ,lấp lánh,kaomoji
☆ﾟ.*ヽ(⪨U⪩)ﾉ,khiêu vũ,kaomoji
☆ﾟ.*･(≧U≦❁)β,hoa,kaomoji
☆ﾟ.*･★｡ﾟ(･ω･o),lấp lánh,kaomoji
☆ﾟ.*･★｡ﾟ(･ω･•),lấp lánh,kaomoji
☆ﾟ.*･｡(oഌo),con lợn,kaomoji
☆ﾟ.*･｡(≧▿≦❁)β,hoa,kaomoji
☆ﾟ.*･｡(⊜ഌ⊜),con lợn,kaomoji
☆ﾟ.*･｡.(≧▿≦❁)β,hoa,kaomoji
☆ﾟ.*･｡ﾟ       (=ꇴܫꇴ=)   ><((((*ﾟ<,con mèo,western
☆ﾟ.*･｡ﾟ      ｄ(≧∀≦)ｂﾟ  ヽ(´∀`｡)ﾉﾟ,ngón tay cái_up,kaomoji
☆ﾟ.*･｡ﾟ(˘ᴗ˘ ๑),lấp lánh,kaomoji
☆ﾟ.*･｡ﾟ(˘ᴗ˘๑),lấp lánh,kaomoji
☆ﾟ.*･｡ﾟ(˘∀˘ ๑),lấp lánh,kaomoji
☆ﾟ.*･｡ﾟ(ง´•  ³ •`)ง,trận đánh,kaomoji
☆ﾟ.*･｡ﾟ(‘ᴗ‘๑),lấp lánh,kaomoji
☆ﾟ.*･｡ﾟ(’ᴗ’๑),lấp lánh,kaomoji
☆ﾟ.*･｡ﾟ(•/∀//•✿),hoa,kaomoji
☆ﾟ.*･｡ﾟ(•/∀/•✿),hoa,kaomoji
☆ﾟ.*･｡ﾟ(•∀/•✿),hoa,kaomoji
☆ﾟ.*･｡ﾟ(•∀•✿),hoa,kaomoji
☆ﾟ.*･｡ﾟ(╹ᴗ╹๑),lấp lánh,kaomoji
☆ﾟ.*･｡ﾟ(◕∀◕ ๑),lấp lánh,kaomoji
☆ﾟ.*･｡ﾟ(✽´▽`)(•/∀//•✿),hoa,kaomoji
☆ﾟ.*･｡ﾟ(･ω･O)♥,trái tim,kaomoji
☆ﾟ.*･｡ﾟ(･ω･o),lấp lánh,kaomoji
☆ﾟ.*･｡ﾟ(･ω･•),lấp lánh,kaomoji
☆ﾟ.*･｡ﾟ(･ω･🌸),hoa,kaomoji
☆ﾟ.*･｡ﾟ(･ω･🌸)♥,hoa,kaomoji
☆ﾟ.*･｡ﾟ(･ᴗ･O)♥,trái tim,kaomoji
☆ﾟ.*･｡ﾟ(･ᴗ･•),lấp lánh,kaomoji
☆ﾟ.*･｡ﾟ(･ᴗ･•)♥,trái tim,kaomoji
☆ﾟ.*･｡ﾟ(･ᴗ･•)♥•.¸(◕ω◕ ),trái tim,kaomoji
☆ﾟ.*･｡ﾟ.(≧▿≦❁)β,hoa,kaomoji
☆ﾟ.*･｡ﾟᑫ ͡°Ꮂ ͡°ᑷ,koala,kaomoji
☆ﾟ.*･｡ﾟᑴóoòᑷ,lấp lánh,kaomoji
☆ﾟ.*･｡ﾟᑴóᗝòᑷ,lấp lánh,kaomoji
☆ﾟ.*･｡ﾟᑴó◡òᑷ,lấp lánh,kaomoji
☆ﾟ.*･｡ﾟᑴó人òᑷ,con gấu,kaomoji
☆ﾟ.*･｡ﾟ♡(oᴗo๑),trái tim,kaomoji
☆ﾟ.*･｡ﾟ♡(╹ᴗ╹๑),trái tim,kaomoji
☆ﾟ.*･｡ﾟヽ(oᴥo)ﾉ,đang chạy,kaomoji
☆ﾟ.*･｡ﾟヽ(oᴥo)ﾉ☆ﾟ.*･｡ﾟ,lấp lánh,kaomoji
☆ﾟ.*･｡ﾟヽ(⊜ᴥ⊜)ﾉ,khiêu vũ,kaomoji
☆ﾟ°.* ᕕ( ᐛ )ᕗ,đang chạy,kaomoji
☆ﾟ°.* ᕕ( ⌐■_■ )ᕗ,đang chạy,kaomoji
☆ﾟ°˖* ᕕ( ᐛ )ᕗ,đang chạy,kaomoji
☆ﾟ☆.*(◕ヮ◕♥),trái tim,kaomoji
☆ﾟ☆ﾟ,lấp lánh,western
☆ﾟ☆ﾟ.*(◕ヮ◕♥),trái tim,kaomoji
☆ﾟヽ(ꔸ∀ꔸ)ﾉ,mỉm cười,kaomoji
☆ﾟ･*:.｡.☆†_(ﾟ▽ﾟ*)β☆.｡.:*･ﾟ☆,lấp lánh,kaomoji
☆ﾟ･*:.｡.☆†_(ﾟ▽ﾟ*)β☆.｡.:*･ﾟ☆ *:,lấp lánh,kaomoji
☆￣(＞。☆,buồn,kaomoji
☆💲☆,tiền bạc,kaomoji
☉ Ô☉,ngạc nhiên,western
☉(҂‾ ▵‾)︻デ═一 (˚▽˚’!)/☉,súng,kaomoji
☉(ಥ﹏ಥ)☉,khóc,kaomoji
☉(◕︿◕✿)☉,hoa,kaomoji
☉Ô☉,ngạc nhiên,western
☉ε/̵͇̿̿/’̿’̿ ̿(◡︵◡)☉,súng,kaomoji
☉ϖ☉,cua,western
☉ฅ^•ﻌ•^ฅ☉,con mèo,kaomoji
☉༼ ༎ ຶ ෴ ༎ ຶ ☉,ria,kaomoji
☉┌П┐ (ಠ_ಠ)☉,ngón giữa,kaomoji
☉⚽,bóng đá,western
☉❤☉,trái tim,kaomoji
☉ヘ( ^o^)ノ＼(^_^ )☉,hào hứng,kaomoji
☉꒒ ০ ⌵ ୧♡☉,trái tim,kaomoji
☉ﾉ ◕ ヮ ◕) ﾉ *: ・ ﾟ ✧☉,mỉm cười,kaomoji
☉🍍🍍☉,đồ ăn,kaomoji
☉🍎☉,đồ ăn,kaomoji
☉🍏☉,đồ ăn,kaomoji
☉🐰☉,con thỏ,kaomoji
☊(⌐ ͡ ■ ͜ʖ ͡ ■)☊,kính,kaomoji
☎♫ ♬ ♪ ♩,âm nhạc,kaomoji
☎♫♩♬ ♪,âm nhạc,kaomoji
☐( ◕◡◕)っ ♡☐,trái tim,kaomoji
☐(｡◕‿‿◕｡)☐,mỉm cười,kaomoji
☐(🌸• З(ꈍωꈍ)☐,hoa,kaomoji
☐🌅 🌅☐,bãi biển,kaomoji
☑(o▽o)۶☑,mỉm cười,kaomoji
☑(• ̀ᴗ • ́) و ̑̑☑,mỉm cười,kaomoji
☑(☞ ﾟ ヮ ﾟ) ☞☑,chỉ,kaomoji
☑₿☑,tiền bạc,kaomoji
☑️,trận đánh,western
☑🍟☑,đồ ăn,kaomoji
☕ (◔_◔)  c[_]🍘  c[_]🍩  🍪☕  ʅ(°_°)ʃ,nhún vai,kaomoji
☕( ^▽^ ),uống,kaomoji
☕(ﾐᓀᆽᓂﾐ)∫,con mèo,kaomoji
☕-,uống,western
☕ฅ(･ᆽ･ﾐ✿)∫,con mèo,kaomoji
☕ฅ(ﾐᓀᆽᓂﾐ)∫,con mèo,kaomoji
☕ฅ(ﾐ◍ᆽ◍ﾐ)∫,con mèo,kaomoji
☕ฅ(ﾐ●㉨●ﾐ),con mèo,kaomoji
☕ฅ(ﾐ･ᆽ･ﾐ),con mèo,kaomoji
☕ฅ(ﾐ･ᆽ･ﾐ)∫,con mèo,kaomoji
☕ฅ(ﾐ･ᆽ･ﾐ✿)∫,con mèo,kaomoji
☕ฅ(ﾐ･㉨･ﾐ),con mèo,kaomoji
☚ (<‿<)☚,chỉ,kaomoji
☚(*´∀｀☚),chỉ,kaomoji
☚(▽￣＼☝(￣▽￣)☝／￣▽)☛,chỉ,kaomoji
☚(◕.◕)☛,chỉ,kaomoji
☚(◕‿◕)☛,chỉ,kaomoji
☚(◕‿◕｡)☛,chỉ,kaomoji
☚(｀ 皿 ´)｡ ﾐ /☚,sự tức giận,kaomoji
☚(｡◕ω◕｡)☛,chỉ,kaomoji
☚(｡◕‿◕｡)☛,chỉ,kaomoji
☚(｡◕∀◕｡),chỉ,kaomoji
☚(ﾟヮﾟ☚),chỉ,kaomoji
☚🏻,chỉ,western
☚🏼,chỉ,western
☚🏽,chỉ,western
☚🏾,chỉ,western
☚🏿,chỉ,western
☛☠☚,chỉ,kaomoji
☛🍌☚,chỉ,kaomoji
☛🎤☚,chỉ,kaomoji
☛🎯 🎯☚,chỉ,kaomoji
☛🏻,chỉ,western
☛🏼,chỉ,western
☛🏽,chỉ,western
☛🏾,chỉ,western
☛🏿,chỉ,western
☛🤡☚,chú hề,kaomoji
☜ (⌒ ▽ ⌒) ☞,chỉ,kaomoji
☜ (⌒ ▽ ⌒) ☞),chỉ,kaomoji
☜ (◉▂◉ ),chỉ,kaomoji
☜ (꒡⌓꒡),chỉ,kaomoji
☜( `o´ ),sự tức giận,kaomoji
☜( `o´),sự tức giận,kaomoji
☜( ⌒▽⌒ )☞,chỉ,kaomoji
☜(*▽*)☞,chỉ,kaomoji
☜(*＾-＾*)☞,đỏ mặt,kaomoji
☜(:༎ຶ;益;༎ຶ ;)☞,sự tức giận,kaomoji
☜(:༎ຶ;益;༎ຶ;)☞,sự tức giận,kaomoji
☜(` o´),chỉ,kaomoji
☜(`o´),sự tức giận,kaomoji
☜(°--°)☞,chỉ,kaomoji
☜(°.°)☞,chỉ,kaomoji
☜(°0°)☞,chỉ,kaomoji
☜(°O°☜),chỉ,kaomoji
☜(°_°)☞,chỉ,kaomoji
☜(°▽°)☞,chỉ,kaomoji
☜(ˆ▽ˆ),chỉ,kaomoji
☜(ˆ▿ˆc),chỉ,kaomoji
☜(˚▽˚)☞,chỉ,kaomoji
☜(•ヮ•☜),chỉ,kaomoji
☜(⌒ ▽ ⌒)☞,chỉ,kaomoji
☜(⌒▽⌒),chỉ,kaomoji
☜(⌒▽⌒)=b,chỉ,kaomoji
☜(⌒▽⌒)☞,chỉ,kaomoji
☜(⌒▽⌒)☞ = Excited #1,chỉ,kaomoji
☜(◉▂◉),chỉ,kaomoji
☜(●_●)☞,chỉ,kaomoji
☜(♡•̀‿•̀c),trái tim,kaomoji
☜(｡◕‿◕｡)☞♥♡☚(｡◕‿◕｡)☛♯♭Love♪Is♩In♮The♪Air♫,trái tim,kaomoji
☜(ﾟヮﾟ☜),chỉ,kaomoji
☜(🚓)☞,chỉ,kaomoji
☜=(◕_◕)=☞,chỉ,kaomoji
☜{,chỉ,western
☜Ҩ(ↂ⼼ↂ)Ҩ☞,chỉ,kaomoji
☜Ҩↂ⼼ↂҨ)☞,chỉ,kaomoji
☜Ҩↂ⼼ↂҨ☞,chỉ,kaomoji
☜╮(´ิ ∀´ิ☜╮),chỉ,kaomoji
☜╮(´ิ∀´ิ☜╮),chỉ,kaomoji
☜♡☞,trái tim,kaomoji
"☜㋛☞❤☜㋡☞
✽•*`*•.¸¸.•*`*•.¸¸✽•*`*•.¸¸.•*`*•.¸¸✽",hoa,kaomoji
☜（ﾟ ∀ﾟ☜）,chỉ,kaomoji
☜（ﾟ∀ﾟ☜）,chỉ,kaomoji
☜🏻,chỉ,western
☜🏼,chỉ,western
☜🏽,chỉ,western
☜🏾,chỉ,western
☜🏿,chỉ,western
☜💎☜,chỉ,kaomoji
☝ ☟,chỉ,western
☝(°ロ°)☝,chỉ,kaomoji
☝(๑•́ ヮ •̀๑)☝,đỏ mặt,kaomoji
☝\ (^ - ^) /☝,chỉ,kaomoji
☝¬‿¬☝,chỉ,kaomoji
☝՞ ਊ՞) ☝,chỉ,kaomoji
☝★☝,chỉ,kaomoji
☝☜ (⌒ ▽ ⌒) ☞☝,chỉ,kaomoji
☝☝✋☝☝,chỉ,kaomoji
☝☞✌,chỉ,kaomoji
☝️,chỉ,western
☞  ͯ⍊  ͯ☞,chỉ,kaomoji
☞ ͯ⍊  ͯ☞,chỉ,kaomoji
☞ 👀 ☜,chỉ,kaomoji
☞(0ಎ0)☞  🌜,chỉ,kaomoji
☞(0ಎ0)☞  🌞,chỉ,kaomoji
☞(0ಎ0)☞ ヽ(⌒‐⌒)ゝ,chỉ,kaomoji
☞(0ಎ0)☞ 🌑,chỉ,kaomoji
☞(0ಎ0)☞ 🌕,chỉ,kaomoji
☞(0ಎ0)☞ 🌛,chỉ,kaomoji
